article_name,country,revision_id,article_quality,population
Sapa'u Ruperake Petaia,Samoan,783679600.0,Stub,
Le Mamea Ropati,Samoan,784413731.0,Start,
Tui Manuʻa Elisala,Samoan,785553682.0,Start,
Mata'afa,Samoan,786776338.0,Start,
Polataivao Fosi,Samoan,787519332.0,C,
Tony Tuimavave,Samoan,788649434.0,Start,
Tuimaleali'ifano,Samoan,791884820.0,Stub,
Dave Solomon (rugby),Samoan,793129536.0,Start,
Va'ai Kolone,Samoan,793294077.0,Start,
Tamaseu Leni Warren,Samoan,793926721.0,Stub,
Mata'afa Iosefo,Samoan,794202189.0,Start,
Ale Vena Ale,Samoan,796309750.0,Stub,
Keneti Sio,Samoan,796377891.0,Stub,
Prime Minister of Samoa,Samoan,797760961.0,C,
Tupua Tamasese Lealofi IV,Samoan,798166885.0,Stub,
Tofilau Eti Alesana,Samoan,798166951.0,Start,
Aiono Fanaafi Le Tagaloa,Samoan,798494387.0,Start,
Le Tagaloa Pita,Samoan,798807561.0,Start,
Aveau Niko Palamo,Samoan,801057378.0,Stub,
Mark Gosche,Samoan,801142102.0,Start,
Lauaki Namulauulu Mamoe,Samoan,801175876.0,C,
Tufuga Efi,Samoan,801182300.0,C,
Salamasina,Samoan,801186581.0,Start,
Tupua Tamasese Meaʻole,Samoan,801213484.0,Start,
Emma Kruse Va'ai,Samoan,801564093.0,Start,
Tuilaepa Aiono Sailele Malielegaoi,Samoan,801570141.0,C,
Tupua Tamasese,Samoan,801746626.0,Start,
Tupua Tamasese Lealofi III,Samoan,801944573.0,Start,
Olaf Frederick Nelson,Samoan,802011301.0,Start,
Va'aletoa Sualauvi II,Samoan,802218035.0,Start,
Faumuina Tiatia Liuga,Samoan,802850235.0,Start,
Malietoa Tanumafili II,Samoan,804303257.0,C,
Fuimaono Naoia Tei,Samoan,804379271.0,Stub,
Fuiono Senio,Samoan,804379277.0,Stub,
O le Ao o le Malo,Samoan,806055721.0,GA,
William Sio,Samoan,807177019.0,C,
Mullah Krekar,Iraq,807356662.0,,40.2
Faisal I of Iraq,Iraq,807393478.0,,40.2
Saadeddin Arkej,Iraq,807394752.0,,40.2
"List of members of the Council of Representatives of Iraq, 2005–2010",Iraq,807395830.0,,40.2
Abu Bakr al-Baghdadi,Iraq,807418493.0,,40.2
Namaa Alward,Iraq,807464970.0,,40.2
Phạm Gia Khiêm,Vietnam,807337502.0,,94.7
Ho Chi Minh,Vietnam,807386435.0,,94.7
Lê Đức Anh,Vietnam,807401478.0,,94.7
Đoàn Khuê,Vietnam,807403181.0,,94.7
Hilda Gadea,Peru,807445390.0,,32.2
Isaac Humala,Peru,807454631.0,,32.2
List of Presidents of Myanmar,Myanmar,807311213.0,,53.9
Ba U,Myanmar,807333906.0,,53.9
Win Maung,Myanmar,807334452.0,,53.9
Wunna Maung Lwin,Myanmar,807394694.0,,53.9
Reynaldo Bignone,Argentina,807420979.0,,44.5
Haide Giri,Argentina,807437619.0,,44.5
Norma Abdala de Matarazzo,Argentina,807440530.0,,44.5
Joseph Jenkins Roberts,Liberia,807361861.0,,4.9
Speaker of the Legislative Assembly of Montserrat,Montserratian,674919905.0,Stub,
Peter Waterworth,Montserratian,712713704.0,Stub,
Christopher J. Turner,Montserratian,719256142.0,Start,
Howard Fergus,Montserratian,725980651.0,Start,
Ashley Greenwood,Montserratian,737169369.0,Start,
Teresina Bodkin,Montserratian,757086597.0,Stub,
Shirley Osborne,Montserratian,757086621.0,Stub,
Adrian Davis (governor),Montserratian,762009545.0,Stub,
David G. P. Taylor,Montserratian,768679602.0,Start,
Sarita Francis,Montserratian,770131970.0,Start,
David Brandt (politician),Montserratian,771351774.0,Stub,
Bertrand Osborne,Montserratian,771351955.0,Stub,
Percival Austin Bramble,Montserratian,771352057.0,Stub,
Winston Pond,Montserratian,781452925.0,Stub,
Mary Rose Tuitt,Montserratian,783821985.0,Start,
Tony Longrigg,Montserratian,784856577.0,Stub,
Deborah Barnes-Jones,Montserratian,784875662.0,Start,
William Henry Bramble,Montserratian,788976365.0,C,
John Kemys Spencer-Churchill,Montserratian,789918293.0,Stub,
Reuben Meade,Montserratian,790614135.0,Start,
Wilfred Bennett Davidson-Houston,Montserratian,791981452.0,Start,
Elizabeth Carriere,Montserratian,793896767.0,Stub,
"Government House, Montserrat",Montserratian,798265888.0,Start,
Donaldson Romeo,Montserratian,799317293.0,Start,
Premier of Montserrat,Montserratian,801175821.0,Start,
Governor of Montserrat,Montserratian,806415676.0,Start,
Tony Abbott (governor),Montserratian,806730593.0,Stub,
Khalifa bin Hamad Al Thani,Qatar,807400929.0,,2.7
Tamim bin Hamad Al Thani,Qatar,807433961.0,,2.7
Syringa Marshall-Burnett,Jamaica,807364682.0,,2.9
Elizabeth II,Fiji,807479170.0,,0.9
Ulises de la Cruz,Ecuador,807450937.0,,17
Tadeusz Kościuszko,Belarus,807337042.0,,9.5
Zeng Guo Yuan,Singapore,807306881.0,,5.8
Halimah Yacob,Singapore,807471606.0,,5.8
Manuel Noriega,Panama,807397954.0,,4.2
Juan Carlos Varela,Panama,807419579.0,,4.2
Chairman of the Island Council (Pitcairn),Pitcairn Islands,680532939.0,Stub,
Edgar Allen Christian,Pitcairn Islands,715823848.0,Stub,
Frederick Martin Christian,Pitcairn Islands,715823876.0,Stub,
John Lorenzo Christian,Pitcairn Islands,715823908.0,Stub,
Benjamin Stanley Young,Pitcairn Islands,717259837.0,Stub,
Edward Quintal,Pitcairn Islands,717338734.0,Stub,
Arthur Quintal I,Pitcairn Islands,717340951.0,Stub,
Fletcher Christian II,Pitcairn Islands,717340996.0,Stub,
Moses Young,Pitcairn Islands,717341064.0,Stub,
Matthew McCoy (Magistrate),Pitcairn Islands,717345596.0,Stub,
Arthur Quintal II,Pitcairn Islands,717346443.0,Stub,
Charles Christian II,Pitcairn Islands,717350782.0,Stub,
Norris Henry Young,Pitcairn Islands,717867039.0,Stub,
Arthur Galsworthy,Pitcairn Islands,719706841.0,Stub,
Jonathan Sinclair,Pitcairn Islands,731458576.0,Stub,
Simon Young (magistrate),Pitcairn Islands,748179514.0,Stub,
Brian Young (magistrate),Pitcairn Islands,749046736.0,Stub,
Joshua Hill (Pitcairn Island leader),Pitcairn Islands,751464749.0,Stub,
George Fergusson (diplomat),Pitcairn Islands,754790610.0,C,
James Russell McCoy,Pitcairn Islands,754935959.0,Start,
Matthew Edmond McCoy,Pitcairn Islands,754935982.0,Stub,
Richard Fell,Pitcairn Islands,764601118.0,Start,
William Alfred Young,Pitcairn Islands,779056744.0,Stub,
Governor of Pitcairn,Pitcairn Islands,782764117.0,Start,
Martin Williams (diplomat),Pitcairn Islands,783746509.0,Stub,
David Aubrey Scott,Pitcairn Islands,785508390.0,Start,
Harold Smedley,Pitcairn Islands,788318957.0,Start,
List of high commissioners of the United Kingdom to New Zealand,Pitcairn Islands,790881651.0,Start,
Betty Christian,Pitcairn Islands,791265995.0,Start,
Meralda Warren,Pitcairn Islands,794905581.0,C,
Victoria Treadell,Pitcairn Islands,795649021.0,Start,
Charles Richard Parkin Christian,Pitcairn Islands,796203049.0,Stub,
Warren Clive Christian,Pitcairn Islands,796203180.0,Stub,
Jay Warren,Pitcairn Islands,796203252.0,Start,
Robert Alston,Pitcairn Islands,796592041.0,Stub,
Butterworth Stavely,Pitcairn Islands,797221428.0,Start,
Gerard Bromley Robert Christian,Pitcairn Islands,799551777.0,Stub,
Ivan Christian,Pitcairn Islands,799551778.0,Stub,
Pervis Ferris Young,Pitcairn Islands,799551779.0,Stub,
Thursday October Christian II,Pitcairn Islands,799551780.0,Start,
Brenda Christian,Pitcairn Islands,799551784.0,Start,
Shawn Christian (mayor),Pitcairn Islands,800137512.0,Start,
List of rulers of the Pitcairn Islands,Pitcairn Islands,801175970.0,Start,
Sam Loxton,Australia,807292621.0,,24.1
Ian Tuxworth,Australia,807301833.0,,24.1
Katy Gallagher,Australia,807321319.0,,24.1
Billy Hughes,Australia,807336643.0,,24.1
Peter Hall (politician),Australia,807366229.0,,24.1
Penny Wong,Australia,807367907.0,,24.1
Cory Bernardi,Australia,807369142.0,,24.1
Malcolm Turnbull,Australia,807439700.0,,24.1
"D'Arcy Wentworth, Jr.",Australia,807454234.0,,24.1
Hajnal Ban,Australia,807458231.0,,24.1
William Hill (New South Wales politician),Australia,807464810.0,,24.1
Peter Symon,Australia,807465826.0,,24.1
Don Chipp,Australia,807476693.0,,24.1
Greg Wilton,Australia,807477468.0,,24.1
Berhanu Bayeh,Ethiopia,807322151.0,,107.5
Goshu Wolde,Ethiopia,807324950.0,,107.5
Haddis Alemayehu,Ethiopia,807409046.0,,107.5
Tedros Adhanom,Ethiopia,807440864.0,,107.5
Haile Selassie,Ethiopia,807444000.0,,107.5
Kumutha Rahman,Malaysia,807312413.0,,32.5
Tunku Abdul Rahman,Malaysia,807346458.0,,32.5
Abdul Razak Hussein,Malaysia,807369775.0,,32.5
Maurice Laban,Algeria,807321345.0,,42.7
H. K. Yang,Taiwan,807301450.0,,23.6
Hu Shih,Taiwan,807406935.0,,23.6
Earl Asim Martin,Saint Kitts and Nevis,687127320.0,Stub,
Paul Southwell,Saint Kitts and Nevis,703666654.0,Start,
Lee Moore (politician),Saint Kitts and Nevis,709078753.0,Stub,
Joseph Parry (politician),Saint Kitts and Nevis,709078817.0,Start,
Robert James Dugu Gordon,Saint Kitts and Nevis,710428915.0,Stub,
Sam Condor,Saint Kitts and Nevis,720360218.0,Stub,
Joseph Nathaniel France,Saint Kitts and Nevis,720572188.0,Stub,
Shawn Richards,Saint Kitts and Nevis,723892438.0,Start,
Patrice Nisbett,Saint Kitts and Nevis,737165159.0,Stub,
Premier of Nevis,Saint Kitts and Nevis,757950077.0,Stub,
Vance Amory,Saint Kitts and Nevis,774778329.0,C,
Edmund Wickham Lawrence (Governor-General),Saint Kitts and Nevis,778464259.0,Start,
Ada Mae Edwards,Saint Kitts and Nevis,779378782.0,Start,
Constance V. Mitcham,Saint Kitts and Nevis,779379168.0,Start,
Marcella Liburd,Saint Kitts and Nevis,783358108.0,Start,
Mark Brantley,Saint Kitts and Nevis,784208810.0,Start,
Attorney General of Saint Kitts and Nevis,Saint Kitts and Nevis,787971501.0,Start,
Clement Arrindell,Saint Kitts and Nevis,788231533.0,Start,
Tapley Seaton,Saint Kitts and Nevis,792406694.0,Start,
Konris Maynard,Saint Kitts and Nevis,794794927.0,Stub,
Robert Llewellyn Bradshaw,Saint Kitts and Nevis,796076948.0,C,
Simeon Daniel,Saint Kitts and Nevis,797053483.0,Start,
List of Prime Ministers of Saint Kitts and Nevis,Saint Kitts and Nevis,797760842.0,Start,
Kennedy Simmonds,Saint Kitts and Nevis,798766032.0,Stub,
Timothy Harris,Saint Kitts and Nevis,799339256.0,Start,
Ouboutou Tegremante,Saint Kitts and Nevis,799930780.0,Stub,
Eustace John,Saint Kitts and Nevis,802273418.0,Stub,
Denzil Douglas,Saint Kitts and Nevis,804081241.0,Start,
Governor-General of Saint Kitts and Nevis,Saint Kitts and Nevis,804862608.0,Start,
Cuthbert Sebastian,Saint Kitts and Nevis,804942241.0,Start,
Simón Bolívar,Bolivia,807417842.0,,11.3
Muhammad Sohrab Hossain,Bangladesh,807330930.0,,166.4
Ziaur Rahman,Bangladesh,807384681.0,,166.4
Khwaja Hassan Askari,Bangladesh,807384779.0,,166.4
Fazlul Qadir Chaudhry,Bangladesh,807420879.0,,166.4
Hafizuddin Ahmed,Bangladesh,807426391.0,,166.4
Zaur Avidzba,Abkhazia,694519009.0,Start,
Zaur Ardzinba,Abkhazia,704938340.0,Start,
Zurab Achba,Abkhazia,721094337.0,Stub,
Shota Shamatava,Abkhazia,723736482.0,Stub,
Sumbat Saakian,Abkhazia,755193428.0,Stub,
Zakan Jugelia,Abkhazia,786203824.0,Start,
Raul Eshba,Abkhazia,789039267.0,Stub,
Bagrat Shinkuba,Abkhazia,789818648.0,Start,
Samson Chanba,Abkhazia,789818730.0,Start,
Efrem Eshba,Abkhazia,798644673.0,Stub,
Garri Aiba,Abkhazia,799618550.0,Start,
Zhiuli Shartava,Abkhazia,802029007.0,Start,
Yuri Voronov,Abkhazia,803018106.0,Stub,
Gennadi Berulava,Abkhazia,805063877.0,Stub,
Guram Gabiskiria,Abkhazia,805775169.0,Start,
Nestor Lakoba,Abkhazia,805967589.0,GA,
Fulgencio Batista,Cuba,807382747.0,,11.1
Eduardo Chibás,Cuba,807420414.0,,11.1
Roberto Robaina,Cuba,807439125.0,,11.1
"Michael, Prince of Montenegro",Montenegro,807318922.0,,0.6
Miodrag Lekić,Montenegro,807445051.0,,0.6
Uria Simango,Mozambique,807331733.0,,30.5
Prateep Ungsongtham Hata,Thailand,807338548.0,,66.2
Samak Sundaravej,Thailand,807340515.0,,66.2
Borwornsak Uwanno,Thailand,807386686.0,,66.2
Julius Deutsch,Austria,807343840.0,,8.8
Franz Vranitzky,Austria,807416393.0,,8.8
List of Arab members of the Knesset,Israel,807387049.0,,8.5
Chaim Weizmann,Israel,807419170.0,,8.5
Haim Bibas,Israel,807445400.0,,8.5
Haim Yosef Zadok,Israel,807446049.0,,8.5
Moshe Katsav,Israel,807450137.0,,8.5
Avi Gabbay,Israel,807476738.0,,8.5
Hajibala Abutalybov,Azerbaijan,807457062.0,,9.9
Siniša Mali,Serbia,807458397.0,,7
Marju Lauristin,Estonia,807376828.0,,1.3
Habi Mahamadou Salissou,Niger,807388274.0,,22.2
Young Vivian,Niuean,703037968.0,Start,
Robert Rex,Niuean,763768679.0,Start,
Atapana Siakimotu,Niuean,766068997.0,Stub,
Ahohiva Levi,Niuean,766068998.0,Stub,
Bill Vakaafi Motufoou,Niuean,766069253.0,Stub,
Pokotoa Sipeli,Niuean,766069256.0,Stub,
Terry Coe,Niuean,766069372.0,Stub,
Togiavalu Pihigia,Niuean,766069407.0,Stub,
Hima Douglas,Niuean,766069520.0,Stub,
Dalton Tagelagi,Niuean,766069576.0,Stub,
Michael Jackson (journalist),Niuean,770018880.0,Start,
Enetama Lipitoa,Niuean,771152922.0,Stub,
Sani Lakatani,Niuean,775947817.0,Stub,
O'Love Jacobsen,Niuean,779369629.0,C,
Sisilia Talagi,Niuean,779369671.0,Stub,
Salilo Tongia,Niuean,779369724.0,Stub,
Va'aiga Tukuitonga,Niuean,779369750.0,Stub,
Togia Sioneholo,Niuean,796747380.0,Stub,
Premier of Niue,Niuean,797757076.0,Start,
Toke Talagi,Niuean,803392432.0,C,
Frank Lui,Niuean,804027488.0,Start,
Joan Viliamu,Niuean,806666816.0,Stub,
Noel Ahipeaud,Ivorian,703133769.0,Stub,
Tuo Fozié,Ivorian,708711840.0,Start,
Léon Emmanuel Monnet,Ivorian,710585105.0,Stub,
Pierre Djédji Amondji,Ivorian,713176326.0,Stub,
Diabete Aboubacar Siriki,Ivorian,713381693.0,Stub,
Auguste Denise,Ivorian,714183793.0,Stub,
Philippe Yacé,Ivorian,714200423.0,Stub,
Jean-Baptiste Mockey,Ivorian,714822110.0,Stub,
Séry Bailly,Ivorian,725560428.0,Start,
Laurent Akoun,Ivorian,729142061.0,Stub,
Daniel Aka Ahizi,Ivorian,733596387.0,Stub,
Bamba Mamadou,Ivorian,735408389.0,Stub,
Simeon Aké,Ivorian,743428650.0,Stub,
Martial Joseph Ahipeaud,Ivorian,744522699.0,Stub,
Innocent Anaky,Ivorian,744920472.0,C,
First Lady of Ivory Coast,Ivorian,749766207.0,Stub,
Queen Pokou,Ivorian,750972336.0,Start,
Émile Boga Doudou,Ivorian,755479236.0,C,
Adrien Jules Jean Bonhoure,Ivorian,756060260.0,Stub,
Seydou Diarra,Ivorian,760303900.0,Start,
Gilbert Aké,Ivorian,760304267.0,Stub,
Jeannot Ahoussou-Kouadio,Ivorian,760393381.0,Start,
Henri Konan Bédié,Ivorian,764345360.0,C,
Affoussiata Bamba-Lamine,Ivorian,766524815.0,Start,
Lambert Amon Tanoh,Ivorian,767265950.0,Stub,
Jean-Louis Billon,Ivorian,768302622.0,Start,
Robert Beugré Mambé,Ivorian,769591168.0,Stub,
Abdourahmane Cissé,Ivorian,770710515.0,Start,
Vice-President of Ivory Coast,Ivorian,774756970.0,Start,
Jean Konan Banny,Ivorian,776348888.0,Start,
Jacqueline Oble,Ivorian,779741800.0,C,
Ernest Boka,Ivorian,784395089.0,Stub,
François Amichia,Ivorian,787310676.0,Stub,
Aboubakar Diaby Ouattara,Ivorian,787437447.0,Stub,
Youssouf Bakayoko,Ivorian,788065543.0,Stub,
Chantal Compaoré,Ivorian,788330706.0,C,
Désiré Tagro,Ivorian,788421683.0,Start,
Mamadou Koulibaly,Ivorian,788462808.0,C,
Pascal Affi N'Guessan,Ivorian,788498433.0,B,
Étienne Djaument,Ivorian,788825623.0,Stub,
Victor Biaka Boda,Ivorian,788825785.0,Stub,
Loubo Augustin Djessou,Ivorian,788827789.0,Stub,
Aké Loba,Ivorian,789476691.0,Stub,
Aya Virginie Toure,Ivorian,790279945.0,C,
Bernard Zadi Zaourou,Ivorian,791177695.0,Stub,
Charles Konan Banny,Ivorian,793682835.0,Start,
Christine Adjobi,Ivorian,794194775.0,Stub,
Charles Blé Goudé,Ivorian,797168824.0,C,
Sékou Sanogo,Ivorian,797736207.0,Stub,
Paul Antoine Bohoun Bouabré,Ivorian,797737768.0,Start,
Léon Konan Koffi,Ivorian,799061508.0,Stub,
Paul Yao N'Dré,Ivorian,799484902.0,C,
Daniel Kablan Duncan,Ivorian,799873303.0,Start,
Augustin Thiam,Ivorian,800116906.0,Start,
Simone Gbagbo,Ivorian,800169882.0,C,
Henriette Diabaté,Ivorian,800750399.0,Start,
Félix Houphouët-Boigny,Ivorian,801282263.0,B,
List of heads of government of Ivory Coast,Ivorian,802048749.0,Start,
Michel Amani N'Guessan,Ivorian,802374350.0,Stub,
Jeanne Gervais,Ivorian,802893546.0,Stub,
Gladys Anoma,Ivorian,802893568.0,Stub,
Bernard Binlin Dadié,Ivorian,802904214.0,n/a,
Robert Guéï,Ivorian,803820918.0,Start,
List of heads of state of Ivory Coast,Ivorian,803821448.0,C,
Francis Wodié,Ivorian,803941004.0,C,
List of vice-presidents of Ivory Coast,Ivorian,804108433.0,Stub,
Amadou Gon Coulibaly,Ivorian,805044583.0,Start,
Alassane Ouattara,Ivorian,806218350.0,C,
Hortense Aka-Anghui,Ivorian,806287770.0,Start,
Dagobert Banzio,Ivorian,806421729.0,Start,
Guillaume Soro,Ivorian,806973935.0,C,
Laurent Gbagbo,Ivorian,807159456.0,C,
Patrick Achi,Ivorian,807296683.0,,
Claude Lise,Martinique,703216645.0,Stub,
President of the General Council of Martinique,Martinique,705428274.0,Stub,
Jean Maran,Martinique,713974388.0,Stub,
Serge Larcher,Martinique,715489433.0,Stub,
Leona Gabriel,Martinique,717349591.0,Stub,
Henri Agarande,Martinique,720040766.0,Stub,
Philippe Edmond-Mariette,Martinique,720051482.0,Stub,
Guy Lordinot,Martinique,720051522.0,Stub,
Anicet Turinay,Martinique,720051537.0,Stub,
Michel Renard,Martinique,720059715.0,Stub,
Jean Silvandre,Martinique,720059792.0,Stub,
Marie-Joseph Pernock,Martinique,720116944.0,Stub,
Camille Darsières,Martinique,720127025.0,Stub,
Homère Clément,Martinique,720127121.0,Stub,
Emmanuel Véry-Hermence,Martinique,728154475.0,Stub,
List of Presidents of the Regional Council of Martinique,Martinique,732059763.0,Stub,
André Lesueur,Martinique,732488768.0,Stub,
Louis Henri de Gueydon,Martinique,741659376.0,Start,
Cyrille Bissette,Martinique,745174732.0,B,
Georges Marie Anne,Martinique,746619744.0,Stub,
Victor Mazuline,Martinique,748274199.0,Stub,
Maurice Antiste,Martinique,767223939.0,Stub,
Victor Sévère,Martinique,773080765.0,Stub,
Étienne Mentor,Martinique,787128336.0,Start,
Henry Lémery,Martinique,788271645.0,GA,
Alfred Almont,Martinique,788793894.0,Stub,
Louis-Joseph Manscour,Martinique,788807319.0,Stub,
Thélus Léro,Martinique,788825794.0,Stub,
Raphaël Etifier,Martinique,788825979.0,Stub,
Paul Symphor,Martinique,788827072.0,Stub,
Alfred Marie-Jeanne,Martinique,789854706.0,Stub,
Emile Capgras,Martinique,801319110.0,Stub,
Alexandre de Beauharnais,Martinique,802657786.0,Start,
Henry Jean-Baptiste,Martinique,806431975.0,Stub,
Fatimatou Abdel Malick,Mauritania,807312657.0,,4.5
Mintata Mint Hedeid,Mauritania,807312837.0,,4.5
Mariam Mint Ahmed Aicha,Mauritania,807319659.0,,4.5
Simon Jenko,Carniolan,703436823.0,Start,
Ivan Hribar,Carniolan,713766077.0,C,
Gregor Žerjav,Carniolan,716507073.0,Start,
Karel Dežman,Carniolan,716574519.0,C,
Josip Vilfan,Carniolan,717350390.0,B,
Luka Svetec,Carniolan,717669055.0,Start,
Janez Evangelist Krek,Carniolan,726434981.0,Start,
Etbin Henrik Costa,Carniolan,729435354.0,Start,
Mihael Preiss,Carniolan,738955897.0,Stub,
Karel Lavrič,Carniolan,741794691.0,C,
Lovro Toman,Carniolan,744636212.0,Start,
Bogumil Vošnjak,Carniolan,747945423.0,Start,
Fran Levstik,Carniolan,755713654.0,Start,
Ivan Tavčar,Carniolan,769425247.0,C,
Josip Jurčič,Carniolan,777587526.0,Start,
Josip Vošnjak,Carniolan,777588436.0,Start,
Janez Bleiweis,Carniolan,780281974.0,Start,
Andrej Einspieler,Carniolan,789072979.0,Start,
Ivan Lorković,Carniolan,789263095.0,Start,
Janko Kersnik,Carniolan,789273199.0,Start,
Ivan Šusteršič,Carniolan,789681987.0,Start,
Philipp von Cobenzl,Carniolan,790213148.0,Start,
Paul Biya,Cameroon,807325577.0,,25.6
Isabelle Bassong,Cameroon,807422778.0,,25.6
'Matlelima Hlalele,Lesotho,807355596.0,,2.3
Petrus Compton,Saint Lucian,703819839.0,Stub,
Harold Dalson,Saint Lucian,709912281.0,Stub,
Keith Mondesir,Saint Lucian,709912316.0,B,
Rufus Bousquet,Saint Lucian,709914459.0,Start,
Len Ishmael,Saint Lucian,716376965.0,Stub,
Dominic Fedee,Saint Lucian,725910626.0,Stub,
Philip Pierre,Saint Lucian,726374537.0,Stub,
Hunter J. Francois,Saint Lucian,730756593.0,Stub,
Vincent Floissac,Saint Lucian,736890123.0,Start,
George Odlum,Saint Lucian,736890129.0,GA,
Ezechiel Joseph,Saint Lucian,757044849.0,Stub,
Menissa Rambally,Saint Lucian,757615710.0,Start,
Damian Greaves,Saint Lucian,760443772.0,Stub,
Richard Frederick,Saint Lucian,770812205.0,Start,
Oliver Plunkett (judge),Saint Lucian,770813700.0,Stub,
Gale Rigobert,Saint Lucian,770814043.0,Stub,
Heraldine Rock,Saint Lucian,773251387.0,Start,
Peter Josie,Saint Lucian,775241473.0,Start,
Jeannine Compton-Antoine,Saint Lucian,776374386.0,Stub,
Lenard Montoute,Saint Lucian,780250934.0,Start,
Louis George (politician),Saint Lucian,782356881.0,Stub,
Mario Michel,Saint Lucian,783539672.0,Start,
Marie Grace Augustin,Saint Lucian,785101569.0,C,
Alvina Reynolds,Saint Lucian,788727127.0,Stub,
Arsene James,Saint Lucian,789789654.0,Stub,
Sarah Flood-Beaubrun,Saint Lucian,790422420.0,Start,
List of Prime Ministers of Saint Lucia,Saint Lucian,797760898.0,Start,
Allan Louisy,Saint Lucian,797914672.0,Start,
Allen Montgomery Lewis,Saint Lucian,797914793.0,Start,
Boswell Williams,Saint Lucian,797970479.0,Stub,
George Charles,Saint Lucian,798164824.0,Start,
George Mallet,Saint Lucian,798165675.0,C,
Julian Hunte,Saint Lucian,798468800.0,Start,
Morella Joseph,Saint Lucian,799034545.0,Stub,
Pearlette Louisy,Saint Lucian,799842307.0,C,
Stanislaus A. James,Saint Lucian,800680583.0,Start,
Stephenson King,Saint Lucian,800696547.0,C,
Edmund Estephane,Saint Lucian,801070713.0,Stub,
Vaughan Lewis,Saint Lucian,801096569.0,Start,
Winston Cenac,Saint Lucian,801276622.0,Stub,
Emma Hippolyte,Saint Lucian,801563305.0,Stub,
John Compton,Saint Lucian,803737879.0,B,
Kenny Anthony,Saint Lucian,803917686.0,C,
Michael Pilgrim,Saint Lucian,805577053.0,Stub,
Allen Chastanet,Saint Lucian,805945778.0,Start,
Governor-General of Saint Lucia,Saint Lucian,806408228.0,Start,
Guy Joseph,Saint Lucian,807198874.0,Stub,
Thomas François Burgers,South African Republic,704636517.0,C,
Willem Cornelis Janse van Rensburg,South African Republic,716703178.0,Start,
Harry Struben,South African Republic,736854878.0,Start,
"Kruger House, Pretoria",South African Republic,772410051.0,Stub,
Boekenhoutfontein,South African Republic,776299184.0,Start,
State President of the South African Republic,South African Republic,783371989.0,Start,
Transvaal Civil War,South African Republic,787611475.0,C,
"Heroes' Acre, Pretoria",South African Republic,793010122.0,Start,
"Clarens, Switzerland",South African Republic,794593079.0,Start,
"Statue of Paul Kruger, Church Square",South African Republic,800488968.0,Start,
Krugersdorp,South African Republic,801877418.0,C,
Ben Viljoen,South African Republic,804250196.0,C,
Krugerrand,South African Republic,804713000.0,C,
Kruger National Park,South African Republic,805927999.0,GA,
Piet Joubert,South African Republic,807269619.0,C,
Céleo Arias,Hondura,704789339.0,Stub,
Juan Francisco de Molina,Hondura,705346284.0,Stub,
Felipe Neri Medina,Hondura,705346304.0,Stub,
Mariano Garrigó,Hondura,705346378.0,Stub,
José María Bustillo (Honduran),Hondura,705346396.0,Stub,
Francisco Gómez (acting president),Hondura,705346462.0,Stub,
Salvador Aguirre (Honduras),Hondura,705346724.0,Stub,
Francisco Bográn,Hondura,705346741.0,Stub,
Juan Ramón Salgado,Hondura,707824636.0,Stub,
Juan José Alvarado,Hondura,710598059.0,Stub,
Juan Ángel Almendares Bonilla,Hondura,711170881.0,Stub,
Oscar Kilgore,Hondura,715365023.0,Stub,
Roberto Flores Bermúdez,Hondura,716882219.0,Stub,
María Josefa Lastiri,Hondura,717808509.0,Start,
Eduardo Bueso,Hondura,718132526.0,Stub,
Elvin Santos,Hondura,719637124.0,Start,
Marlon Pascua,Hondura,722006681.0,Stub,
Domingo Vásquez,Hondura,722195895.0,Stub,
Enrique Flores Lanza,Hondura,722442093.0,Stub,
Renan Inestroza,Hondura,723153856.0,Stub,
Mauricio Oliva,Hondura,723304712.0,Stub,
Armando Calidonio,Hondura,725105423.0,Stub,
Carlos Urbizo,Hondura,725343188.0,Stub,
Mauricio Villeda,Hondura,725459626.0,Stub,
Miguel Andonie Fernández,Hondura,725591760.0,Stub,
Yolani Batres,Hondura,726246603.0,Stub,
Manuel Antonio Alberto Zelaya,Hondura,726766670.0,Stub,
Abraham Alvarenga Urbina,Hondura,742298045.0,Stub,
Agapito Robleda Castro,Hondura,745838578.0,Start,
César Castellanos (politician),Hondura,746117875.0,Stub,
Adolfo Lionel Sevilla,Hondura,748832681.0,Stub,
Vicente Tosta,Hondura,749185736.0,Start,
Aníbal Delgado Fiallos,Hondura,749663646.0,Start,
Toribio Aguilera,Hondura,749695259.0,Stub,
Nora Gúnera de Melgar,Hondura,757092750.0,Stub,
Elizabeth Azcona Bocock,Hondura,757561950.0,Start,
Sandra Midence,Hondura,757617005.0,Stub,
Juan Alberto Melgar Castro,Hondura,764646645.0,Stub,
Vilma Cecilia Morales,Hondura,773563309.0,Stub,
Carlos Zúñiga Figueroa,Hondura,777334919.0,Start,
José Adolfo Alvarado Lara,Hondura,777592070.0,Stub,
Juan Carlos Zuniga,Hondura,777669643.0,Stub,
Julio Lozano Díaz,Hondura,777796210.0,Stub,
Juan Carlos Valenzuela (politician),Hondura,779557210.0,Stub,
Mario Alexander Barahona Martínez,Hondura,783532382.0,Stub,
Mario Canahuati,Hondura,783534612.0,Stub,
Matías Funes,Hondura,784048015.0,Start,
María Antonieta de Bográn,Hondura,786165176.0,Stub,
Orle Solís,Hondura,789599196.0,Stub,
